day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-08-19,M10,360ONE,BUY,BUY-EX17,102,09:40,580,1174.5,,BREAKOUT,1,0,,0.69,1.539,CAPMKTS,,,,,,,,151.0,,0.22,,OPEN
2026-08-19,M10,PETRONET,BUY,BUY-EX17,102,09:40,580,290.55,,BREAKOUT,1,0,,0.69,2.777,OIL,,,,,,,,-404.0,,-0.51,,OPEN
2026-08-19,M10,POLICYBZR,BUY,BUY-EX17,102,09:30,570,1779.0,,BREAKOUT,1,0,,0.69,2.767,INSURANCE,,,,,,,,23.0,,0.03,,OPEN
2026-08-19,M10,RBLBANK,SELL,SELL-EX19,219,09:30,570,380.45,,BREAKOUT,1,0,,0.69,0.555,BANK,,,,,,,,-144.0,,-0.3,,OPEN
2026-08-19,M10,TRENT,SELL,SELL-EX19,219,09:30,570,2942.4,,BREAKOUT,1,0,,0.69,0.068,CONSUMPTION,,,,,,,,-256.0,,-1.0,,100% SL 10:40
2026-08-19,M10,GVT&D,SELL,SELL-EX19,219,09:50,590,4052.0,,CONTINUATION,1,0,,0.69,-5.278,CAPGOODS,,,,,,,,-529.0,,-0.6,,OPEN
2026-08-19,M10,KPITTECH,SELL,SELL-EX19,219,10:05,605,595.35,,CONTINUATION,1,0,,0.69,-1.072,IT,,,,,,,,292.0,,1.13,,100% trail 11:25
2026-08-19,M10,ABB,SELL,SELL-EX3,203,09:30,570,7424.5,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-3.396,CAPGOODS,,,,,,,,,,,,
2026-08-19,M10,ADANIENSOL,SELL,ENTRY SELL,290,09:25,565,1560.8,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-2.046,ENE,,,,,,,,,,,,
2026-08-19,M10,ADANIENSOL,SELL,SELL-EX3,203,09:30,570,1553.8,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-2.485,ENE,,,,,,,,,,,,
2026-08-19,M10,ADANIENT,SELL,SELL-EX1,201,09:30,570,2988.9,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.839,INFRA,,,,,,,,,,,,
2026-08-19,M10,ADANIGREEN,SELL,SELL-EX1,201,09:30,570,1287.0,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-2.426,GREEN,,,,,,,,,,,,
2026-08-19,M10,ADANIPORTS,SELL,ENTRY SELL,290,09:25,565,1676.3,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.25,LOGISTICS,,,,,,,,,,,,
2026-08-19,M10,ADANIPORTS,SELL,SELL-EX8,208,09:30,570,1673.1,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.44,LOGISTICS,,,,,,,,,,,,
2026-08-19,M10,ADANIPOWER,SELL,ENTRY SELL,290,09:25,565,203.2,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.46,ENE,,,,,,,,,,,,
2026-08-19,M10,ADANIPOWER,SELL,SELL-EX3,203,09:30,570,202.9,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.607,ENE,,,,,,,,,,,,
2026-08-19,M10,ALKEM,BUY,ENTRY BUY,90,09:25,565,5464.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,0.092,PHA,,,,,,,,,,,,
2026-08-19,M10,AMBER,SELL,ENTRY SELL,290,09:25,565,7238.0,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.571,CDUR,,,,,,,,,,,,
2026-08-19,M10,AMBER,SELL,SELL-EX3,203,09:30,570,7214.0,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-1.897,CDUR,,,,,,,,,,,,
2026-08-19,M10,AMBUJACEM,SELL,ENTRY SELL,290,09:25,565,408.85,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.125,CEMENT,,,,,,,,,,,,
2026-08-19,M10,AMBUJACEM,SELL,SELL-EX3,203,09:30,570,408.3,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-1.258,CEMENT,,,,,,,,,,,,
2026-08-19,M10,ASTRAL,SELL,ENTRY SELL,290,09:20,560,1518.2,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.83,BUILDMAT,,,,,,,,,,,,
2026-08-19,M10,AUBANK,SELL,SELL-EX1,201,09:30,570,1064.6,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.467,BANK,,,,,,,,,,,,
2026-08-19,M10,BAJAJ-AUTO,SELL,ENTRY SELL,290,09:25,565,11590.0,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.286,AUTO,,,,,,,,,,,,
2026-08-19,M10,BANDHANBNK,SELL,ENTRY SELL,290,09:20,560,168.36,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-2.411,BANK,,,,,,,,,,,,
2026-08-19,M10,BANKINDIA,SELL,ENTRY SELL,290,09:20,560,142.1,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.246,PSUBK,,,,,,,,,,,,
2026-08-19,M10,BANKINDIA,SELL,SELL-EX3,203,09:30,570,142.07,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.267,PSUBK,,,,,,,,,,,,
2026-08-19,M10,BDL,SELL,SELL-EX19,219,09:30,570,1372.7,,,0,0,"below prev close ₹1,380.90 — not green (v2.1: red BUY −0.31R · chop-tape red SEL",0.69,-0.594,DEF,,,,,,,,,,,,
2026-08-19,M10,BDL,SELL,ENTRY SELL,290,09:40,580,1364.2,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.209,DEF,,,,,,,,,,,,
2026-08-19,M10,BEL,SELL,ENTRY SELL,290,09:20,560,409.8,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.014,DEF,,,,,,,,,,,,
2026-08-19,M10,BEL,SELL,SELL-EX3,203,09:30,570,407.9,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-1.473,DEF,,,,,,,,,,,,
2026-08-19,M10,BHARATFORG,SELL,ENTRY SELL,290,09:25,565,2067.2,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.906,AUTO,,,,,,,,,,,,
2026-08-19,M10,BHARATFORG,SELL,SELL-EX3,203,09:30,570,2062.6,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-1.127,AUTO,,,,,,,,,,,,
2026-08-19,M10,BLUESTARCO,SELL,ENTRY SELL,290,09:20,560,1482.7,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.612,CDUR,,,,,,,,,,,,
2026-08-19,M10,BPCL,SELL,SELL-EX12,212,09:30,570,308.6,,,0,0,below prev close ₹316.40 — not green (v2.1: red BUY −0.31R · chop-tape red SELL ,0.69,-2.465,OIL,,,,,,,,,,,,
2026-08-19,M10,CAMS,SELL,ENTRY SELL,290,09:20,560,757.8,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.805,CAPMKTS,,,,,,,,,,,,
2026-08-19,M10,CANBK,SELL,ENTRY SELL,290,09:20,560,128.67,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.924,PSUBK,,,,,,,,,,,,
2026-08-19,M10,CANBK,SELL,SELL-EX3,203,09:30,570,128.48,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-1.07,PSUBK,,,,,,,,,,,,
2026-08-19,M10,CDSL,SELL,ENTRY SELL,290,09:25,565,1337.0,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.432,CAPMKTS,,,,,,,,,,,,
2026-08-19,M10,CGPOWER,SELL,ENTRY SELL,290,09:20,560,867.35,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-3.192,CAPGOODS,,,,,,,,,,,,
2026-08-19,M10,COALINDIA,SELL,ENTRY SELL,290,09:20,560,402.55,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.984,ENE,,,,,,,,,,,,
2026-08-19,M10,COALINDIA,SELL,SELL-EX3,203,09:30,570,401.55,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-2.228,ENE,,,,,,,,,,,,
2026-08-19,M10,COLPAL,SELL,ENTRY SELL,290,09:25,565,1902.6,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.637,FMCG,,,,,,,,,,,,
2026-08-19,M10,COLPAL,SELL,SELL-EX3,203,09:30,570,1895.7,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.997,FMCG,,,,,,,,,,,,
2026-08-19,M10,CONCOR,SELL,ENTRY SELL,290,09:25,565,515.9,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.693,LOGISTICS,,,,,,,,,,,,
2026-08-19,M10,CROMPTON,SELL,ENTRY SELL,290,09:20,560,243.4,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.368,CDUR,,,,,,,,,,,,
2026-08-19,M10,CROMPTON,SELL,SELL-EX3,203,09:30,570,242.15,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.88,CDUR,,,,,,,,,,,,
2026-08-19,M10,CUMMINSIND,SELL,SELL-EX3,203,09:30,570,5264.0,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-3.59,CAPGOODS,,,,,,,,,,,,
2026-08-19,M10,DABUR,SELL,SELL-EX1,201,09:30,570,400.75,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.866,FMCG,,,,,,,,,,,,
2026-08-19,M10,DELHIVERY,SELL,ENTRY SELL,290,09:20,560,449.45,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.263,LOGISTICS,,,,,,,,,,,,
2026-08-19,M10,DELHIVERY,SELL,SELL-EX8,208,09:30,570,447.65,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-1.659,LOGISTICS,,,,,,,,,,,,
2026-08-19,M10,DLF,SELL,SELL-EX1,201,09:30,570,659.6,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.068,REALTY,,,,,,,,,,,,
2026-08-19,M10,EICHERMOT,SELL,ENTRY SELL,290,09:25,565,8014.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.602,AUTO,,,,,,,,,,,,
2026-08-19,M10,EICHERMOT,SELL,SELL-EX3,203,09:40,580,7998.0,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.806,AUTO,,,,,,,,,,,,
2026-08-19,M10,FORCEMOT,SELL,ENTRY SELL,290,09:20,560,18112.0,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.96,AUTO,,,,,,,,,,,,
2026-08-19,M10,FORCEMOT,SELL,SELL-EX3,203,09:30,570,17995.0,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-2.593,AUTO,,,,,,,,,,,,
2026-08-19,M10,GAIL,SELL,SELL-EX1,201,09:35,575,172.15,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-0.087,OIL,,,,,,,,,,,,
2026-08-19,M10,GLENMARK,SELL,ENTRY SELL,290,09:20,560,2293.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.528,PHA,,,,,,,,,,,,
2026-08-19,M10,GLENMARK,SELL,SELL-EX8,208,09:35,575,2267.9,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.69,-2.628,PHA,,,,,,,,,,,,
